FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
24,29,MISSOURI,MO,Macon,29121,"Macon County, Missouri",801.207259457,15399.0,0.0,7633.0,77.0,6097.0,201.0,2845.0,410.0,596.0,158.0,19941.0,895.0,1334.0,173.0,3260.0,31.0,3678.0,50.0,2889.0,243.0,466.0,103.8,905.0,17.0,28.0,66.7,210.0,85.4,1057.0,127.0,98.0,45.3,407.0,102.0,287.0,148.0,18.8,2.7,8.5,2.2,19941.0,895.0,12.6,1.6,21.2,0.2,23.9,0.3,19.1,1.6,7.6,1.7,5.9,0.1,0.2,0.5,2.8,1.1,13.8,1.7,1.6,0.7,6.7,1.6,1.9,1.0,0.6228,0.7807,0.7105,0.3509,2.4649,0.6579,0.8333,0.6842,0.6667,0.386,2.5702,0.8246,0.5088,0.3947,0.9035,0.4737,0.7018,0.6316,0.386,0.6404,0.4825,2.8421,0.6491,8.7807,0.7368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.0,237.0,11.8,1.5,12751.0
25,29,MISSOURI,MO,Maries,29125,"Maries County, Missouri",526.978780754,8987.0,0.0,4576.0,55.0,3642.0,134.0,1675.0,450.0,367.0,111.0,20922.0,1244.0,1108.0,191.0,1756.0,21.0,1921.0,51.0,1888.0,211.0,287.0,95.3,352.0,15.0,31.0,62.0,33.0,18.4,751.0,155.0,65.0,38.5,178.0,72.0,84.0,42.0,18.9,5.1,9.2,2.7,20922.0,1244.0,17.4,2.9,19.5,0.2,21.4,0.6,21.3,2.4,7.9,2.6,3.9,0.2,0.4,0.7,0.7,0.4,16.4,3.4,1.8,1.1,4.9,2.0,0.9,0.5,0.6316,0.8509,0.5263,0.7544,2.7632,0.7456,0.6754,0.193,0.7719,0.4298,2.0702,0.5702,0.1404,0.5965,0.7368,0.3509,0.1491,0.7895,0.4825,0.2632,0.0702,1.7544,0.1491,7.3246,0.4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,316.0,13.1,3.5,5838.0
26,29,MISSOURI,MO,Marion,29127,"Marion County, Missouri",436.923634827,28858.0,0.0,12893.0,155.0,11286.0,327.0,4734.0,669.0,840.0,181.0,22303.0,955.0,2499.0,256.0,4940.0,96.0,6825.0,66.0,4191.0,411.0,1207.0,185.6,2773.0,6.0,13.0,80.0,528.0,105.4,722.0,136.0,87.0,54.1,924.0,163.0,1550.0,379.0,17.3,2.5,6.0,1.3,22303.0,955.0,12.9,1.3,17.1,0.3,23.7,0.2,14.9,1.5,10.7,1.6,9.6,0.0,0.0,0.3,4.1,0.8,5.6,1.1,0.8,0.5,8.2,1.4,5.4,1.3,0.4386,0.4386,0.4035,0.3947,1.6754,0.4298,0.3947,0.6316,0.2281,0.8772,2.1316,0.614,0.6754,0.1491,0.8246,0.4123,0.7895,0.1404,0.0439,0.8333,0.8158,2.6228,0.5526,7.2544,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3546.0,421.0,12.6,1.5,30252.0
27,29,MISSOURI,MO,Mercer,29129,"Mercer County, Missouri",453.834995864,3702.0,0.0,2114.0,31.0,1425.0,101.0,530.0,138.0,77.0,37.0,20701.0,1562.0,281.0,58.0,764.0,7.0,926.0,24.0,545.0,79.0,72.0,29.4,135.0,11.0,11.0,42.0,61.0,25.8,217.0,49.0,45.0,23.3,98.0,29.0,69.0,59.0,14.6,3.8,4.6,2.2,20701.0,1562.0,11.2,2.3,20.6,0.2,25.0,0.6,14.9,2.1,5.1,2.0,3.6,0.3,0.3,1.2,2.9,1.2,10.3,2.3,3.2,1.6,6.9,1.9,1.9,1.6,0.2719,0.1579,0.5702,0.2368,1.2368,0.2368,0.7895,0.8772,0.2281,0.0263,1.9211,0.4298,0.114,0.5351,0.6491,0.2807,0.7281,0.4211,0.886,0.693,0.4912,3.2193,0.8947,7.0263,0.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,166.0,18.9,4.6,3806.0
28,29,MISSOURI,MO,Miller,29131,"Miller County, Missouri",592.594460046,25011.0,0.0,12765.0,69.0,9408.0,310.0,4763.0,849.0,795.0,185.0,22397.0,2097.0,2601.0,376.0,4454.0,112.0,5899.0,40.0,4243.0,403.0,868.0,208.1,1206.0,7.0,8.0,76.0,779.0,142.0,1968.0,280.0,158.0,90.7,290.0,151.0,336.0,169.0,19.3,3.4,6.8,1.6,22397.0,2097.0,15.1,2.2,17.8,0.4,23.6,0.2,17.2,1.6,9.2,2.2,4.8,0.0,0.0,0.3,6.1,1.1,15.4,2.2,1.7,1.0,3.1,1.6,1.3,0.7,0.6491,0.5789,0.3947,0.6053,2.2281,0.5965,0.4825,0.5965,0.5,0.7193,2.2982,0.693,0.2807,0.1228,0.4035,0.1228,0.886,0.7193,0.4386,0.0088,0.2895,2.3421,0.3684,7.2719,0.4386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054.0,398.0,12.4,1.6,21184.0
29,29,MISSOURI,MO,Monroe,29137,"Monroe County, Missouri",647.653060074,8642.0,0.0,4808.0,47.0,3524.0,150.0,1333.0,214.0,233.0,71.0,21069.0,867.0,630.0,91.0,1790.0,20.0,1935.0,17.0,1434.0,140.0,213.0,64.0,556.0,15.0,30.0,51.8,83.0,33.3,775.0,125.0,43.0,20.1,229.0,49.0,149.0,94.0,15.7,2.5,5.7,1.8,21069.0,867.0,10.3,1.5,20.7,0.2,22.4,0.2,16.8,1.6,6.0,1.8,6.4,0.2,0.4,0.6,1.7,0.7,16.1,2.6,1.2,0.6,6.5,1.4,1.7,1.1,0.307,0.3596,0.5,0.193,1.3596,0.2807,0.807,0.3333,0.4649,0.1228,1.7281,0.2895,0.5702,0.614,1.1842,0.6316,0.4386,0.7719,0.1579,0.5702,0.4298,2.3684,0.386,6.6404,0.2982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,221.0,14.8,2.6,6832.0
30,29,MISSOURI,MO,Montgomery,29139,"Montgomery County, Missouri",535.04676583,11820.0,0.0,6159.0,72.0,4876.0,190.0,1999.0,277.0,402.0,101.0,21301.0,977.0,1345.0,132.0,2353.0,26.0,2721.0,50.0,2015.0,196.0,457.0,103.5,630.0,17.0,20.0,61.8,64.0,36.8,780.0,141.0,68.0,32.8,247.0,57.0,367.0,140.0,17.5,2.5,7.4,1.8,21301.0,977.0,16.2,1.6,19.9,0.2,23.0,0.4,17.5,1.7,9.4,2.1,5.3,0.1,0.2,0.6,1.0,0.6,12.7,2.3,1.4,0.7,5.1,1.2,3.1,1.2,0.4561,0.6404,0.4649,0.6754,2.2368,0.6053,0.7281,0.4737,0.5439,0.7456,2.4912,0.7807,0.3947,0.3684,0.7632,0.3772,0.2193,0.5877,0.2719,0.2807,0.6842,2.0439,0.2719,7.5351,0.5439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.0,158.0,10.6,1.4,8742.0
31,29,MISSOURI,MO,Newton,29145,"Newton County, Missouri",624.753290995,58741.0,0.0,24359.0,89.0,22023.0,377.0,8294.0,882.0,1650.0,299.0,23874.0,1163.0,5626.0,405.0,10226.0,58.0,14227.0,32.0,8558.0,493.0,1618.0,241.1,7763.0,51.0,552.0,193.4,550.0,176.3,3516.0,355.0,386.0,126.0,1125.0,211.0,1001.0,195.0,14.4,1.5,5.9,1.0,23874.0,1163.0,14.4,1.0,17.4,0.1,24.2,0.1,14.7,0.8,7.3,1.1,13.2,0.1,1.0,0.4,2.3,0.7,14.4,1.5,1.8,0.6,5.1,0.9,1.7,0.3,0.2544,0.4123,0.2544,0.5702,1.4912,0.3684,0.4386,0.7456,0.2105,0.3158,1.7105,0.2719,0.807,0.8421,1.6491,0.8684,0.5965,0.6667,0.4649,0.2807,0.4123,2.4211,0.4298,7.2719,0.4474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8840.0,842.0,15.2,1.4,50702.0
32,29,MISSOURI,MO,Osage,29151,"Osage County, Missouri",606.573058245,13704.0,0.0,6548.0,54.0,5046.0,148.0,923.0,185.0,212.0,72.0,24097.0,909.0,894.0,147.0,2273.0,14.0,3216.0,37.0,2136.0,248.0,273.0,74.1,323.0,51.0,6.0,61.7,88.0,38.5,480.0,96.0,43.0,31.1,271.0,73.0,280.0,113.0,6.9,1.4,3.0,1.0,24097.0,909.0,9.7,1.6,16.6,0.1,23.5,0.3,15.7,1.8,5.4,1.5,2.4,0.4,0.0,0.5,1.3,0.6,7.3,1.5,0.9,0.6,5.4,1.4,2.0,0.8,0.0088,0.0088,0.2281,0.1316,0.3772,0.0439,0.307,0.5702,0.3596,0.0526,1.2895,0.0877,0.0088,0.1404,0.1491,0.0263,0.2982,0.2105,0.0526,0.3509,0.5526,1.4649,0.0263,3.2807,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,182.0,6.3,1.3,11366.0
33,29,MISSOURI,MO,Perry,29157,"Perry County, Missouri",474.355342257,19152.0,0.0,8607.0,44.0,7438.0,211.0,1487.0,314.0,419.0,126.0,24658.0,1307.0,1620.0,183.0,3178.0,36.0,4674.0,55.0,2960.0,308.0,592.0,160.3,822.0,17.0,32.0,69.3,197.0,81.6,668.0,153.0,89.0,61.4,325.0,83.0,330.0,80.0,7.9,1.7,4.3,1.3,24658.0,1307.0,12.5,1.4,16.6,0.2,24.4,0.3,15.7,1.6,8.0,2.1,4.3,0.1,0.2,0.4,2.3,0.9,7.8,1.8,1.2,0.8,4.4,1.1,1.7,0.4,0.0263,0.0789,0.1667,0.3246,0.5965,0.0789,0.307,0.807,0.3596,0.4474,1.9211,0.4211,0.1842,0.3421,0.5263,0.2368,0.6053,0.2544,0.1316,0.1754,0.4211,1.5877,0.1053,4.6316,0.0439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.0,260.0,7.4,1.4,19256.0
34,29,MISSOURI,MO,Phelps,29161,"Phelps County, Missouri",671.778194508,44833.0,0.0,19787.0,230.0,16838.0,501.0,8620.0,875.0,1258.0,265.0,22400.0,1106.0,3625.0,398.0,6681.0,101.0,9503.0,80.0,7207.0,548.0,1244.0,257.0,4842.0,23.0,276.0,128.9,937.0,248.5,1961.0,232.0,326.0,106.0,1146.0,233.0,3011.0,558.0,20.6,2.0,6.2,1.3,22400.0,1106.0,13.0,1.4,14.9,0.2,21.2,0.2,16.4,1.2,7.4,1.5,10.8,0.1,0.7,0.3,4.7,1.3,9.9,1.2,1.9,0.6,6.8,1.4,6.7,1.2,0.7281,0.4912,0.386,0.4123,2.0175,0.5175,0.1667,0.1579,0.4123,0.3246,1.0614,0.0614,0.7368,0.7544,1.4912,0.807,0.8333,0.3947,0.5614,0.6579,0.8596,3.307,0.9298,7.8772,0.6053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4535.0,467.0,10.3,1.1,47888.0
35,29,MISSOURI,MO,Polk,29167,"Polk County, Missouri",635.526195098,31113.0,0.0,13359.0,104.0,11864.0,317.0,5228.0,723.0,1318.0,312.0,20553.0,1036.0,2656.0,349.0,5313.0,82.0,7362.0,0.0,5276.0,493.0,963.0,231.0,1862.0,23.0,95.0,103.3,332.0,140.9,1493.0,229.0,303.0,151.3,514.0,157.0,1502.0,231.0,17.6,2.4,8.9,2.2,20553.0,1036.0,13.5,1.8,17.1,0.3,23.7,0.0,17.2,1.6,8.1,1.9,6.0,0.1,0.3,0.4,2.5,1.1,11.2,1.7,2.6,1.3,4.3,1.3,4.8,0.7,0.4649,0.8246,0.6228,0.4561,2.3684,0.6404,0.3947,0.6404,0.5,0.4737,2.0088,0.5175,0.5351,0.5439,1.0789,0.5789,0.6754,0.5,0.7982,0.1579,0.807,2.9386,0.7193,8.3947,0.6842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3876.0,495.0,12.6,1.6,27853.0
36,29,MISSOURI,MO,Ralls,29173,"Ralls County, Missouri",469.780932788,10225.0,0.0,5148.0,33.0,3967.0,133.0,1268.0,309.0,343.0,90.0,24099.0,1262.0,876.0,164.0,1975.0,11.0,2217.0,47.0,1542.0,211.0,330.0,88.0,428.0,17.0,26.0,66.7,89.0,62.4,740.0,138.0,72.0,44.0,138.0,47.0,87.0,48.0,12.6,3.1,6.6,1.8,24099.0,1262.0,12.1,2.3,19.3,0.1,21.7,0.5,15.2,2.1,8.3,2.2,4.2,0.2,0.3,0.7,1.7,1.2,14.4,2.7,1.8,1.1,3.5,1.2,0.9,0.5,0.1316,0.5439,0.2193,0.2982,1.193,0.2105,0.6579,0.2456,0.2895,0.5088,1.7018,0.2632,0.1579,0.4649,0.6228,0.2632,0.4474,0.6667,0.5263,0.0351,0.0439,1.7193,0.1316,5.2368,0.1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,235.0,10.7,2.3,7738.0
37,29,MISSOURI,MO,Ray,29177,"Ray County, Missouri",568.805635127,22921.0,0.0,9967.0,47.0,8670.0,258.0,3619.0,681.0,866.0,160.0,24429.0,1065.0,1880.0,261.0,3872.0,31.0,5408.0,24.0,3770.0,403.0,735.0,165.6,1364.0,38.0,41.0,77.3,217.0,116.2,530.0,150.0,129.0,59.1,620.0,154.0,297.0,91.0,16.1,3.0,8.0,1.4,24429.0,1065.0,12.0,1.7,16.9,0.1,23.6,0.1,16.6,1.8,8.5,1.9,6.0,0.2,0.2,0.4,2.2,1.2,5.3,1.5,1.5,0.7,7.2,1.7,1.3,0.4,0.3333,0.7105,0.2018,0.2895,1.5351,0.3772,0.3684,0.6053,0.4386,0.5439,1.9561,0.4561,0.5263,0.386,0.9123,0.4825,0.5789,0.114,0.3421,0.7368,0.2456,2.0175,0.2632,6.4211,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051.0,382.0,9.1,1.7,15848.0
38,29,MISSOURI,MO,Ste. Genevieve,29186,"Ste. Genevieve County, Missouri",499.152857879,17937.0,0.0,8640.0,52.0,7176.0,254.0,2561.0,642.0,389.0,132.0,24013.0,1224.0,1557.0,233.0,3035.0,4.0,4047.0,82.0,2773.0,326.0,600.0,153.1,867.0,3.0,13.0,68.8,139.0,75.4,1064.0,246.0,101.0,67.7,286.0,99.0,263.0,80.0,14.5,3.6,4.4,1.5,24013.0,1224.0,12.5,1.9,16.9,0.1,22.6,0.5,15.6,1.8,8.4,2.1,4.8,0.0,0.1,0.4,1.6,0.9,12.3,2.8,1.4,0.9,4.0,1.4,1.5,0.4,0.2632,0.0965,0.2368,0.3246,0.9211,0.1579,0.3684,0.386,0.3421,0.5263,1.6228,0.2105,0.2895,0.1842,0.4737,0.1754,0.4035,0.5789,0.2807,0.1053,0.3596,1.7281,0.1404,4.7456,0.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.0,381.0,6.4,2.1,14151.0
39,29,MISSOURI,MO,Shannon,29203,"Shannon County, Missouri",1003.82030058,8256.0,0.0,4127.0,39.0,3176.0,157.0,1831.0,294.0,295.0,100.0,19290.0,1559.0,1055.0,176.0,1608.0,18.0,1845.0,0.0,1788.0,235.0,207.0,59.2,470.0,15.0,4.0,58.8,21.0,22.5,859.0,138.0,97.0,43.7,124.0,41.0,114.0,85.0,22.6,3.6,8.4,2.9,19290.0,1559.0,18.3,3.1,19.5,0.2,22.3,0.0,21.8,2.9,6.5,1.8,5.7,0.2,0.1,0.8,0.5,0.5,20.8,3.3,3.1,1.4,3.9,1.3,1.4,1.0,0.8333,0.7632,0.8158,0.807,3.2193,0.8421,0.6754,0.3246,0.7982,0.1667,1.9649,0.4737,0.4825,0.1579,0.6404,0.2719,0.0965,0.8947,0.8772,0.0877,0.307,2.2632,0.3596,8.0877,0.6404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,250.0,17.0,3.0,6873.0
40,29,MISSOURI,MO,Shelby,29205,"Shelby County, Missouri",500.863186263,6148.0,0.0,3190.0,54.0,2480.0,110.0,928.0,192.0,179.0,59.0,21521.0,1014.0,397.0,86.0,1235.0,10.0,1451.0,38.0,1011.0,113.0,190.0,51.6,232.0,15.0,21.0,55.8,30.0,13.6,314.0,69.0,55.0,33.2,117.0,43.0,267.0,110.0,15.7,3.2,5.8,1.9,21521.0,1014.0,9.4,2.0,20.1,0.2,23.6,0.6,17.0,1.8,7.7,2.1,3.8,0.2,0.4,1.0,0.9,0.4,9.8,2.2,2.2,1.3,4.7,1.7,4.3,1.8,0.307,0.3947,0.4386,0.1053,1.2456,0.2456,0.7456,0.614,0.4825,0.3947,2.2368,0.6842,0.1228,0.6053,0.7281,0.3421,0.193,0.386,0.6667,0.2368,0.7719,2.2544,0.3246,6.4649,0.2719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,168.0,14.9,2.9,5162.0
41,29,MISSOURI,MO,Stoddard,29207,"Stoddard County, Missouri",823.217736403,29788.0,0.0,13614.0,66.0,11855.0,277.0,4848.0,512.0,1080.0,228.0,21174.0,797.0,4074.0,373.0,5711.0,36.0,6601.0,39.0,6725.0,431.0,799.0,138.9,1246.0,20.0,8.0,75.7,212.0,74.5,1403.0,211.0,199.0,83.2,807.0,153.0,535.0,135.0,16.7,1.8,8.0,1.7,21174.0,797.0,19.6,1.8,19.2,0.1,22.2,0.1,22.9,1.5,6.7,1.2,4.2,0.1,0.0,0.3,1.6,0.5,10.3,1.6,1.7,0.7,6.8,1.3,1.8,0.5,0.386,0.7105,0.4912,0.8421,2.4298,0.6491,0.6404,0.2982,0.8684,0.193,2.0,0.5,0.1491,0.114,0.2632,0.0526,0.3947,0.4211,0.4298,0.6579,0.4649,2.3684,0.3947,7.0614,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3902.0,379.0,13.3,1.3,27821.0
42,29,MISSOURI,MO,Vernon,29217,"Vernon County, Missouri",826.393009521,20836.0,0.0,9488.0,85.0,8204.0,245.0,3499.0,449.0,455.0,112.0,21246.0,1434.0,1757.0,239.0,3649.0,41.0,5103.0,116.0,3721.0,309.0,748.0,151.3,1199.0,20.0,32.0,74.7,188.0,83.8,1104.0,172.0,153.0,84.2,707.0,146.0,785.0,172.0,17.4,2.2,4.6,1.1,21246.0,1434.0,12.6,1.7,17.5,0.2,24.5,0.6,18.3,1.5,9.1,1.8,5.8,0.1,0.2,0.4,2.0,0.9,11.6,1.8,1.9,1.0,8.6,1.7,3.8,0.8,0.4474,0.1579,0.4825,0.3509,1.4386,0.3246,0.4649,0.8333,0.6228,0.6842,2.6053,0.8509,0.4912,0.307,0.7982,0.4035,0.5526,0.5175,0.5351,0.8596,0.7544,3.2193,0.886,8.0614,0.6316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3476.0,426.0,17.1,2.1,20143.0
43,29,MISSOURI,MO,Atchison,29005,"Atchison County, Missouri",547.28515714,5380.0,0.0,2963.0,38.0,2494.0,85.0,635.0,109.0,106.0,34.0,26710.0,1538.0,393.0,64.0,1312.0,21.0,1041.0,11.0,962.0,91.0,152.0,43.8,175.0,15.0,8.0,56.6,53.0,32.4,102.0,48.0,13.0,11.4,160.0,43.0,116.0,58.0,12.0,2.1,3.9,1.2,26710.0,1538.0,10.0,1.6,24.4,0.4,19.3,0.2,18.2,1.7,6.1,1.7,3.3,0.3,0.2,1.1,1.8,1.1,3.4,1.6,0.5,0.5,6.4,1.7,2.2,1.1,0.0965,0.0439,0.0614,0.1491,0.3509,0.0263,0.9474,0.0789,0.5965,0.1316,1.7544,0.3158,0.0526,0.2895,0.3421,0.0965,0.4825,0.0614,0.0088,0.5351,0.5877,1.6754,0.1228,4.1228,0.0175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,609.0,84.0,11.5,1.6,4348.0
44,29,MISSOURI,MO,Barton,29011,"Barton County, Missouri",591.920571515,12075.0,0.0,5576.0,44.0,4910.0,157.0,2722.0,434.0,306.0,127.0,22513.0,1702.0,1106.0,185.0,2256.0,24.0,2998.0,0.0,2378.0,265.0,381.0,119.4,849.0,21.0,69.0,77.5,80.0,61.9,675.0,139.0,109.0,51.9,467.0,149.0,147.0,102.0,22.9,3.7,5.7,2.4,22513.0,1702.0,13.6,2.3,18.7,0.2,24.8,0.0,19.9,2.2,7.8,2.4,7.0,0.2,0.6,0.7,1.4,1.1,12.1,2.5,2.2,1.1,9.5,3.0,1.2,0.8,0.8509,0.3596,0.3772,0.4825,2.0702,0.5526,0.5439,0.8509,0.7018,0.4123,2.5088,0.7895,0.5965,0.7281,1.3246,0.693,0.3684,0.5702,0.6754,0.9211,0.2193,2.7544,0.6228,8.6579,0.7193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1360.0,212.0,11.4,1.8,10045.0
45,29,MISSOURI,MO,Butler,29023,"Butler County, Missouri",694.668934978,42887.0,0.0,19661.0,96.0,16616.0,452.0,9053.0,831.0,1821.0,318.0,20042.0,1049.0,4911.0,553.0,7466.0,101.0,10043.0,52.0,10442.0,683.0,1653.0,291.2,4616.0,23.0,44.0,97.6,466.0,135.6,2743.0,325.0,272.0,134.5,1422.0,200.0,1008.0,190.0,21.6,2.0,9.6,1.7,20042.0,1049.0,16.8,1.9,17.4,0.2,23.4,0.1,24.7,1.6,9.9,1.7,10.8,0.1,0.1,0.2,2.4,0.7,14.0,1.6,1.6,0.8,8.6,1.2,2.4,0.4,0.7807,0.8772,0.6754,0.7193,3.0526,0.8158,0.4386,0.5614,0.9211,0.8333,2.7544,0.9211,0.7193,0.2105,0.9298,0.4912,0.6404,0.6491,0.4035,0.8596,0.6228,3.1754,0.8684,9.9123,0.9298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5217.0,597.0,12.3,1.4,48640.0
46,29,MISSOURI,MO,Callaway,29027,"Callaway County, Missouri",834.577432148,44693.0,0.0,18554.0,154.0,16018.0,411.0,5354.0,780.0,1170.0,368.0,23475.0,1048.0,4300.0,580.0,6388.0,133.0,9638.0,53.0,6608.0,469.0,1397.0,309.1,4333.0,105.0,144.0,121.4,330.0,166.7,2962.0,361.0,230.0,107.6,846.0,208.0,3930.0,385.0,13.1,1.9,5.6,1.7,23475.0,1048.0,14.3,1.9,14.3,0.3,21.6,0.1,15.7,1.1,8.7,1.9,9.7,0.2,0.3,0.3,1.8,0.9,16.0,2.0,1.4,0.7,5.3,1.3,8.8,0.9,0.1491,0.3246,0.2895,0.5614,1.3246,0.2719,0.1404,0.2368,0.3596,0.5789,1.3158,0.1053,0.6842,0.5614,1.2456,0.6667,0.4737,0.7632,0.2982,0.3421,0.9123,2.7895,0.6316,6.6754,0.3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4300.0,693.0,10.2,1.6,38894.0
47,29,MISSOURI,MO,Christian,29043,"Christian County, Missouri",562.6446642,82053.0,0.0,32647.0,85.0,30093.0,415.0,8935.0,1187.0,2588.0,411.0,25342.0,695.0,4823.0,490.0,11656.0,84.0,21461.0,0.0,9670.0,712.0,2696.0,339.2,5107.0,12.0,378.0,198.1,1252.0,302.3,1740.0,266.0,572.0,191.1,974.0,203.0,656.0,147.0,11.0,1.5,6.3,1.0,25342.0,695.0,8.9,0.9,14.2,0.1,26.2,0.0,11.9,0.9,9.0,1.1,6.2,0.0,0.5,0.3,3.8,0.9,5.3,0.8,1.9,0.6,3.2,0.7,0.8,0.2,0.0877,0.5,0.1316,0.0965,0.8158,0.1228,0.1316,0.9561,0.0351,0.6404,1.7632,0.3246,0.5614,0.6579,1.2193,0.6579,0.7719,0.114,0.5439,0.0175,0.0175,1.4649,0.0351,5.2632,0.1404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8808.0,827.0,10.8,1.0,59952.0
